text|url|label
Колико си ти пара ставио у џеп за продају Косова и Метохије|https://www.youtube.com/watch?v=2fMycdrmamw|PROTIV-VLASTI
"Samo nastavi Predsednice!! ZIV I ZDRAV NAM BIO DUGO"" DUGO!!"|https://www.youtube.com/watch?v=2fMycdrmamw|ZA-VLAST
Ne daj se predsednice provokatori zele paznju nije bitno sta jadni albanci i amerikanci kazu.Rusi i kinezi su sila!|https://www.youtube.com/watch?v=2fMycdrmamw|ZA-VLAST
A kome ti služiš|https://www.youtube.com/watch?v=2fMycdrmamw|NEUTRAL
Ovaj bi da bude predsjednik dok god je ziv|https://www.youtube.com/watch?v=2fMycdrmamw|NEUTRAL
Ја преседника подржавам, али овог пута небих био сигуран, да га нијесу његови западни партнери послали, да баш тако каше. И резултат тога је, да су шиптари револтирани његовом изјавом, и долазком скинули заставу украине у Приштини, и нај вероватније ће увести визе или забрани улазка на Косово за Украинце. И придобити ће симпатије Русије, а запад је свакако на њиховој страни. Зеленски ће признати Крим и пола Украине а камо ли Косово, на танко си се уже спустио преседниче плашим се.|https://www.youtube.com/watch?v=2fMycdrmamw|ZA-VLAST
Boli Zelenskog ona stvar za Srbiju samo gleda svoj interes samo huškaj zlotvore|https://www.youtube.com/watch?v=2fMycdrmamw|NEUTRAL
Tako je A.V. naš. Sad ovi što te mrze samo hejtuju. Ako ovi nasilnici pobede na izborima odošmo mi na doboš . Živeo ti nama Presedniče.|https://www.youtube.com/watch?v=2fMycdrmamw|ZA-VLAST
OD KAD SI DOŠAO ALBANCI NA KOSOVU PEVAJU A SRBI KUKAJU!|https://www.youtube.com/watch?v=2fMycdrmamw|PROTIV-VLASTI
BRAVO PREDSEDNICE VOLIMO TE SRBIJA|https://www.youtube.com/watch?v=2fMycdrmamw|ZA-VLAST
Ziveo nas Predsednik|https://www.youtube.com/watch?v=2fMycdrmamw|ZA-VLAST
TO LEGENDO VOLE TE SRBI|https://www.youtube.com/watch?v=2fMycdrmamw|ZA-VLAST
Jaka ličnost Zelenski kosovari se strašno uplašili|https://www.youtube.com/watch?v=2fMycdrmamw|NEUTRAL
Јес, одело купујеш од своје плате|https://www.youtube.com/watch?v=2fMycdrmamw|NEUTRAL
Neka kupi zlatno odelo on to zasluzuje pocrkajte teroristi blokaderi|https://www.youtube.com/watch?v=2fMycdrmamw|ZA-VLAST
Da imate njega jer zna pregovarati i balansirati izmedju istoka ii zapada a da nije tako mogli bi da dobijete sankcije dok rekne keks. Jeste li vi zaboravili kako su nas 99 god. bombardovali preko noći e bas zato sto je se Milosevic prsio a potpisao je on za Kosovo ne Vucic. Al nama ako dodje drugi bice jos gore jer strane sile koje podrzavaju opoziciju žele da Vucic izgubi izbore. Nista ne kontate i dobro covek rece zar da on sluša sto pojma nemaju. Bas zato spominje Kralja Milana zar smo toliko glupi da ti mladi ljudi nista ne kontaju. Da i itekako su napunili džepove al ce se sve znati. Kao da su vam vrane ispile mozak,al kažu da smo inteligentna nacija. Bas šteta. Jer nama od samih nas ne treba veći neprijatelj. Polupali ste grad svojoj deci,svojoj državi želite loše i svojoj deci sankcije|https://www.youtube.com/watch?v=2fMycdrmamw|NEUTRAL
Bravo vucicu|https://www.youtube.com/watch?v=2fMycdrmamw|ZA-VLAST
Издајниче|https://www.youtube.com/watch?v=2fMycdrmamw|PROTIV-VLASTI
Ти си за територијални интегритет, а ниси Хрватска, е како ћеш га вратити, објасни....|https://www.youtube.com/watch?v=2fMycdrmamw|NEUTRAL
Nesto nije veseo|https://www.youtube.com/watch?v=_aTeCJJH4No|NEUTRAL
Koji predsednik to je kradopredsednik!|https://www.youtube.com/watch?v=_aTeCJJH4No|PROTIV-VLASTI
Ološi samo da se preusmere na doživotno rudarenje bez izlaska na svetlost dana|https://www.youtube.com/watch?v=_aTeCJJH4No|PROTIV-VLASTI
