text|url|label
Živela Srbija,PC.|https://www.youtube.com/watch?v=ZWOPQxws7CI|ZA-VLAST
Пресједниче не разговарајте са сраним плаћеницима, и оним који желе Србију слабу.|https://www.youtube.com/watch?v=ZWOPQxws7CI|ZA-VLAST
Ja ne glasam-imam ustavno pravo i povelju da nemam poverenje ni u kog politicara na svetu! Jer vlast kvari ljude!|https://www.youtube.com/watch?v=ZWOPQxws7CI|NEUTRAL
Kolko puta si pokrao tako vladaš isto ćeš i dalje|https://www.youtube.com/watch?v=ZWOPQxws7CI|PROTIV-VLASTI
Sisaj nakazo, Gotov si!|https://www.youtube.com/watch?v=ZWOPQxws7CI|PROTIV-VLASTI
LJUDI OČEKUJU ISTINU TO JE SVE VUČKO|https://www.youtube.com/watch?v=ZWOPQxws7CI|NEUTRAL
Slusaj ...jos nije pocela kampanja|https://www.youtube.com/watch?v=ZWOPQxws7CI|NEUTRAL
"Aca ""srbin"" u životu nikad nije pobedio na poštenim izborima već se 2012 preko Tome Nikolica dočepao vlasti obećavši Zapadu da će predati Kosovo i sve resurse države Srbije što je i uradio i od tada uz prećutnu saglasnost opozicije koja saradjuje sa sns kartelom on konstantno krade izbore . STUDENTI POBEDJUJU"|https://www.youtube.com/watch?v=ZWOPQxws7CI|PROTIV-VLASTI
Жута говна нису никад победила на изборима, нити су икад имали већину, увек је била нека превара и издаја као са спс-ом. Вучић добија изборе толико убедљиво да само потпуно поремећена особа то може да оспорава и наравно оспорава без иједног доказа и аргумента.|https://www.youtube.com/watch?v=ZWOPQxws7CI|ZA-VLAST
Dace bog da skapa svaki plenumaš dace bog!|https://www.youtube.com/watch?v=ZWOPQxws7CI|ZA-VLAST
Naj pametniji vlah odkad vlah seta zemljom Vucko bar jos jedan mandat|https://www.youtube.com/watch?v=ZWOPQxws7CI|ZA-VLAST
Ustše iz plenuma izgubile cak 15-0 nedavne lokalne izbore,tako isto ce biti i na sledecim onim glavnim 150-0|https://www.youtube.com/watch?v=ZWOPQxws7CI|ZA-VLAST
Bravo Predsednice Srbije ALEKSANDRE VUČIĆU NAJBOLJI SI NAJBOLJI NA SVETU|https://www.youtube.com/watch?v=ZWOPQxws7CI|ZA-VLAST
