text|url|label
Jad i cemer|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Pravi srbi|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Uhapsiti zvalavog ubicu Srbije !|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
gomila smradova na celu sa smradinom|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
15 ljudi ga čuva zamislite koliko se plasi metka i koliko ga narod voli|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Ziveo Vucic Srbin zbog njega evo sesta godina u Nemackoj. Ne zalimo se ali nije ko sto je bilo..|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Lažov kao on nema kredibilitet da bude ni predsednik mesne zajednice.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
"Zar niko od botova ne zna da napiše ""predsednik"""|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Ziveo predsednik Vucic samo napred nema predaja|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Живео Председник Вучић и СНС!|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Branis izdajnicku hulju.Amfilohije je javno rekao|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Ukalja hulja zastavu i himnu.misle ovi caci u crnom da su mnogo jaki.a neznanju jadni da je najaci prirodan mišić a ne od tableta naduvan.neka dodju u šumu na trenig|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Где је он? Не видим га од телохранитеља. Зар се председник плаши својих присталица????|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
Pogledajte mu facu na pocetku klipa i iskreno recite bez obzira da li ga podržavate ili ne, da li je ovo covek koji je miran, siguran u sebe, vodja koji stoji iza svega sto kaze, ili sa druge strane covek koji deluje jako zabrinuto, zbunjeno, koji bi da moze izasao iz svoje koze...? Ali iskreno stopirajte snimak|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
,nigde naroda samo koBre oko ovog nesrećnika. Izdaš Srbiju i onda puštaš njenu himnu,sinonim za osobu koja je licemer!|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
PLAKAT CE TE VI ZA VUCICEM,I MOLITI GA VI SVI LICNO STO PRATITE TE DOMACE IZDAJNIKE I PLACENIKE,ZIVI BILI PA VIDJELI,DOCE VAM DJILAS I POPUT NJEGA GADOVI ZA HLJEBA NECETE IMATI!ZIVI BILI PA VIDJELI|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Ту Срба нема.Продана говна.Председник не сме ни милиметар сам.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
"Ovako bi trebala Srbija da izgleda svakoga dana,ali bi prvo morala da se ocisti od izroda,narkomana,satanista,sektasa,veleizdajnika,terorista,najsmrdljivijeg fekalnog taloga,koje mnogi primitivni zlobnici,zlikovci i umnobolnici podrzavaju,nazivaju ih ""nasom decom"" koja su ""buducnost Srbije""!"|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Znate li, koliko samo ima praznih ljušture tj. ljudi bez duše ? Znate li šta je u svemu tome, ne samo žalosno, već strašno ?! Predsednik Srbije u svojoj zaslepljenosti moći ne vidi koliko je ljudi doveo u situaciju da se bore za preživljavanje tj. u smrtnu opasnost. A, tu ne pomaže opravdanje: Koliko je njih spasao od propasti, jer time se unapred opredeljuje za jedne protiv drugih. Zato i govorim o uzroku tj. NACIZMU i posledici tj. RUSOFOBIJI. Kako Rusi nisu primetili cinizam u glasu ovog bića ?|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
Sve patriote za 50 eura....gde su radikali branili Srbe, tu ih više nema|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Hulja, aco siptaru|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Ko moze jos da podrzava ovu hulju,nije mi jasno...|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Potpuno nepozrebno sve ovo. Narod se probudio|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
Ziveo Pedsenik Vucic bрavo pravedne grаdјani zа cast ponosna naroda Srbije i cast vaseg predsednikа Vucicа samo napred|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Vi budaletine dodjoške ste još i placeni botovi našim Parama, marš bre tamo odakle vas je Vučić i Šešelj proterao svojom politikom!|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
A u Novi Sad nije smeo da dođe?! Huljica bio, huljica ostao!|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Aleksandar ludak|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Svaka cast predsednce|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Kad vam padne vlast,Djilas dolazi po vas!!|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
Voleo bih da grešim: Sve o čemu maštate, ostvariće vam se sigurno u snovima! I, svinje maštaju i sanjaju o žiru!- kaže prorok.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
Skup izdajnika Srbije.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
Kakav spontani skup... To samo radikali mogu da naprave takav cirkus.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Ovo je Srbija ,ne tvoji pumpadjije koјi pale|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Bravo G Vucicu, dosta nam je tih bandi sto haraju Srbijom skoro 10 meseci, zivela veeeliiika Srbija smrt izdajnicima i konjusarima...|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Podigli sendvicare na hoklice da se vidi da ih vise ima. Sef kriminalaca i ubica na celu za slikanje kukavica|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Blokada Srbije protiv blokada izazvanih padom rekonstruisane železničke stanice koja je usmrtila veliki broj ljudi i porodicama nanela večni bol i muku. Da li je to normalno da se desi i da li to treba da se dešava, naravno da ne, pogotovo kada se radi legalno i po propisima. Prema tome svakom čoveku koji je došao na ovaj skup i koji podržava ovu vlast od srca mu želim da oseti bol tih porodica ili da doživi muku ljudi koji su odgovornošću ove vlasti postali trajni invalidi.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Zato sto nikad bolje nismo živeli ako jesmo kaži tačno kad?|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Za male pare ste se prodali|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
Ко подржава овог велеиздајника није достојан српског имена.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Izašli ćaci da podrže Hulju,|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Nedamo Srbiju nikome Nedaj Boze da zatreba, -TU SAM-|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
U ovo doba godine okupilo se dosta LGBTQ+ članova. Ne znam šta se sada može očekivati u (ne)tradicionalnoj SRBIJI; ali, čuo sam da i PEDERČINE, ne samo da obrazuju, već i rađaju decu. Ovu „brlja-babu“ je predsednik SRBIJE nagradio mestom predsednice Skupštine Srbije, jer je ispunila njegovo NAREDJENJE, odnosno prosledila je preko Generalnog sekretarijata Vlade Republike Srbije pravosuđu, tj. UPRAVNOM I VRHOVNOM sudu Republike Srbije, naredbu o ODBACIVANJU tužbe protiv Vlade Republike SRBIJE, čak i ako je ta tužba zasnovana na pravosnažnoj sudskoj presudi i pripadajućem izvršenju. ŠTA OKUPLJENI sada očekuju? MILOSTINJU, kada je ni ja od suda nisam dobio, i ako se radilo o imovini mojih predaka. RAZGOVOR TJ. PREGOVORE ?!|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Lepo je videti predsednika sa normalnim gradjanima.. Lep POZDRAV iz Stuttgarta .!|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Dođi i uživaju u Srbiji !|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
Тако јаку Србију је створио да си морао да запалиш да будеш швапски слуга.. није болест све што боли..|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Србија без Вучића!|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Ziveo Vucic dole zgadija!!!|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Ziveo Vuciv zivela Srbija|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Jel ti srce u novčaniku, Piculiću|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Šta god ovi u blokadi radili,pomažu da se neodlučni odluče. Živeo Vučić i naša majka Srbija|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Па само издајник или малоуман човек може да подржава овог монструма.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Ziveo nas presednik Vucic zivela Srbija|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
NAJBOLJI VUCIC ,PREDSEDNIK BUDUCNOSTI|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Благо нама где нас он води.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Будућност у рудницима колонизатора!|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
Bravo Vrhovni komandante,stani na celo svoje armije i oslobodi svetu srpsku zemlju Kosovo.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Živela Srbija CRKO ŽVALJO,|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Jesen stiže huljo moja !!|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Smrt izdajnicima i konjusarima, ziveo G Vucic|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Živela Srbija!|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
Srbija ce biti kada zhvalonja bude svrgnut i uhapshen a potom osudjen radi ubistava, veleizdaje, kradje, manipulacije, korupcije i osnivanje kertelskog mafijashkog zla.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Zivelaaa!! Aco šiptare sudiće ti ulice|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Strašno. Samo teški idioti i maloumnici mogu biti na ovom skupu. Primitivizam je tvrdokoran, ali biti će iskorijenjen. Iskorijeniti će ga Studenti. Uvijek na pravoj strani - Studenti|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Treba bit pazljiv... Nije mali broj ljudi koji je za Vucica... Onda video sam tu paradu srama zajedno sa studentima navijali,i slicne fore... Nisam za Vucica, al ljudi koji su za Vucica nisu idoti svi , to so ljudi za tradiciju, Srbiju .. al nažalost su izmanipulisani ne znaju da je bas on taj koji vodi Srbiju u propast ... Hocu da kazem da smo mi svi za Srbiju... Al trebali bi se uzdat samo u Boga i tu bi se svi nasli i ujednili ...|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
BRAVO VUCKO SAMO ZBOG TIH TERORISTA STO SU DA TERORISU SE DIGNI VODENE TOPOVE I RAZBI TERORISTE OVIMA MIRNIM LJUDIMA PUNA PODRSKA IZ REPUBLIKE SRBSKE|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Nema veze šta se kaže, nego ko kaže|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
Jel nas predsednik sada i zvanicno predsednik deblokadera a ne blokadera? Ako je to zvanicno ko vodi onda Srbiju? Što činiš junače ?|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
Blokaderima je predsednik izgleda Picula, Bartula, njima aplaudiraju i traže podršku|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Bravo srpski narode samo uz Predsednika VUCICA. Pozdrav is Londona. Najbolji Predsednik....|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
ŽIVEO VUČIC ZIVELA SRBIJA|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Живела Србија и српски народ,то је Србија,а не он.Он нека живи за себе.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
Dok je predsednik i vodi drzavu to vazi i za njega.Zivio predsednik i nasa Srbija porazices sve izdajnike.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Bravo presednice,zivela Srbija!!!!|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Браво на распродају Србије!|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
Bravooooo Vucicu i nasem narodu...pokazite kako se to radi ...bez uke ..buke...bahatosti itd.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|ZA-VLAST
Глупости, Знате ли ви за штетне Споразуме и Уговоре по Србију и све нас?|https://www.youtube.com/watch?v=M8X1MOBGeSQ|NEUTRAL
Хуља са плаћеницима.|https://www.youtube.com/watch?v=M8X1MOBGeSQ|PROTIV-VLASTI
