text|url|label
moguće da su neistine ili namešteno, jer prave građanski rat, kad već ne ide forsirana stabilnost|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Koji nisu besni|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Koja montaza!|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Tragedija,da politika razdvaja i zavadja narod,jedan isti narod.Da nas Bog sacuva od krvoprolica,ceo svet nam se smeje,kao u Africi,ne treba niko da nas napada napadamo se sami.|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Kaže Vučko koji prodaje svu proizvedenu municiju ka Ukraini|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Pitanje kad , građanski rat je neizbezan , to je dogovoreno mnogo unapred između lopova i tajkuna.|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Laze cim zine|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Znamo ko rusi i pali, a i oni dobro znaju, a znace se i imena i ko je angazovao.|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Nazalost za dobre ljude srbije,ali dobro za BiH manje o njoj ce se baviti..!!|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
ali ljudi jel uopste realno da postoji cacilend jeste vi uopste svesni sta je napravljeno i tome je dato ime i jos se na televiziji izgovara pa nema dalje ni u najludjim snovima takvo nesto nema sprdnja od drzave sprdnja,zamisli da bilo kom normalnom coveku objasnis cacilend tipa stabje to jel mozes da mi objasnis|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Gradjani protiv policije I cacilenda ... ? To je rat ?|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
jel ovo njegova televizija|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Pitanje vremena kada ce Putin, Vucic, Dodik, Assad i ostali diktatori setati, igrati sah i pricati o starim vremenima u Kini|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Снс је послао људе да руше просторије и тиме руше протесте, зашто су протестанти хватали момке са моткама и пајсерима и предавали их полицији ако су они хтели нереде?|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Srbima ne trebaju neprijatelji, rat kuga ni šta god. Sami će se istrijebit|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
