text|url|label
moguće da su neistine ili namešteno, jer prave građanski rat, kad već ne ide forsirana stabilnost|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Pa neka odlazi zbog mira i kad ga vise niko nece.|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Koji nisu besni|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Koja montaza!|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Tragedija,da politika razdvaja i zavadja narod,jedan isti narod.Da nas Bog sacuva od krvoprolica,ceo svet nam se smeje,kao u Africi,ne treba niko da nas napada napadamo se sami.|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Kaže Vučko koji prodaje svu proizvedenu municiju ka Ukraini|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Pitanje kad , građanski rat je neizbezan , to je dogovoreno mnogo unapred između lopova i tajkuna.|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Laze cim zine|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Nešto ga jebe grčenje pušione (usta) da ne prođe kao glišoni (dao bog)|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Znamo ko rusi i pali, a i oni dobro znaju, a znace se i imena i ko je angazovao.|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
RASPIŠI IZBORE KUKAVICE !!!|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Sto nisi objavila kako su njegovi tzv policajci batinasi prosli i Lazarevcu.. Popili po pic..|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Nazalost za dobre ljude srbije,ali dobro za BiH manje o njoj ce se baviti..!!|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Bolje bi mu bilo da se unormali .Terapiju treba da uzima redovno...|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Strasno,covek se davno pozdravio s mozgom|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
"Bravo Vucicu samo po dogovoru""Babo Fahriju"|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
ali ljudi jel uopste realno da postoji cacilend jeste vi uopste svesni sta je napravljeno i tome je dato ime i jos se na televiziji izgovara pa nema dalje ni u najludjim snovima takvo nesto nema sprdnja od drzave sprdnja,zamisli da bilo kom normalnom coveku objasnis cacilend tipa stabje to jel mozes da mi objasnis|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Gradjani protiv policije I cacilenda ... ? To je rat ?|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
baj baj vucko|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Hapsite Hulju!|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Dajte funkcionere na ulice.Neka av izadje malo medju narod.|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
jel ovo njegova televizija|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Vucic zvani crna svadba|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Vi ste Vuciceve medije. Nikoga ne zanimate.|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Pitanje vremena kada ce Putin, Vucic, Dodik, Assad i ostali diktatori setati, igrati sah i pricati o starim vremenima u Kini|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Снс је послао људе да руше просторије и тиме руше протесте, зашто су протестанти хватали момке са моткама и пајсерима и предавали их полицији ако су они хтели нереде?|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Mozda se vama blokaderima narkomanima smucio Vucic, ali vecinski narod Srbije ga podrzava Ziveo Vucic|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
Srbima ne trebaju neprijatelji, rat kuga ni šta god. Sami će se istrijebit|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Zvaljavi treba da ode i sve ce da bude mirno.|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Jednostavno resenje za mir u Srbiji: sidji sa vlasti. Smucio si se i bogu I ljudima.|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
KO dolazi poslije?Mozda cemo od muke i povratiti kad vidimo ko je sledeci|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
Jadno je da se ljudi prodaju za 20e na izborima i poslom u JP i tako upropaste život i sebi i citavim generacijama ljudi dok se grupica palamudi u svojim vilama, šalje decu na fakultete u inostranstvo. Još je tužnije sto se ista priča ponavlja na svakih 20 godina. Na žalost zato sam i otišao iz zemlje, vratiću se možda ako bude bolje.|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
А што у ћациленду има више година робије него факултета,то га не занима,занима га само власт. Болесник са ф дијагнозом.|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Dr. Mengele neprestaje sa ubijanjem, sa sektaskom bandom. Mnogi ovo nerazumeju, ali ce se uskoro saznati. Uznemiren je i to sa razlogom. ISTINA !!!|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Čim uvrće usnama i liže usne znam da laže ili smišlja laž...|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
Samo vas gledam|https://www.youtube.com/watch?v=7686dSc-alA|NEUTRAL
