text|url|label
Mozda se vama blokaderima narkomanima smucio Vucic, ali vecinski narod Srbije ga podrzava Ziveo Vucic|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
KO dolazi poslije?Mozda cemo od muke i povratiti kad vidimo ko je sledeci|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
UHAPSITI BJELOGRLIĆA ŠTO PRE!! 10g ROBIJE!!!|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
Vucic ce vas unistiti do kraja|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
Ko kaže? Ma kakav rat, Samo po zakonu za ovakve prilike, bez popuštanja, Gospodo pripremite se za izbore i prilagodite zakone za ovakve lepe prilike|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
Jadna vam majka, radite nešto.|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
Uh sto ste vi blokaderi glupanderi razocarani|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
To vam je kriv dacic i vucic ha ha|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
Koja LAZ ovo sta se prikazuje ljude koje slusaju Vucica,a to su Studenti gradjani i Veterani,vise neznaju sta da rade|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
Kad bi ti znala zasto ss bunis bilo bi dobro|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
Deo Srpskog naroda , ako je uopste narod , nisu normalni. Za sitne pare unistavaju svoju zemlju , velika SRAMOTA . A imate najboljeg PREDSEDNIKA u celom regionu ..razmislite vi nerazumni građani sta i kome radite pozdrav iz Svisss|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
Znači mirno ste napadali prostorije SNS-a, mirno ste polomili automobile i verovatno ste mirno hteli da spalite žive ljude u NS???|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
Nosi te se . . Normalna zemlja|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
ŽIVEO VUČIC|https://www.youtube.com/watch?v=7686dSc-alA|ZA-VLAST
