id|source|url|text|author|created_at|is_reply|parent_id
Ugw1vDg89XiDbaOH1vJ4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|moguće da su neistine ili namešteno, jer prave građ.rat, kad već ne ide forsirana stabilnost|@milosvukovic2378|2026-07-30T01:53:31Z|0|
UgxM1xSrnmkJpZ4dvaZ4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Pa neka odlazi zbog mira i kad ga vise niko nece.|@svetlanasimovic6371|2026-06-26T16:15:16Z|0|
UgylGNZtdeWYMQHW8ZZ4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Koji nisu besni|@Rajko-cj8ph|2025-09-14T12:37:13Z|0|
Ugyd6rKGzHx4QjGg1uB4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Koja montaza!|@slobaparis6265|2025-09-13T13:15:29Z|0|
UgxOw-85NK_SSrKtXJt4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Hier wird Serbise diktator Vucic geprisen.Lauter lügen werden verbreitet|@ilijasismanovic2520|2025-09-08T17:25:17Z|0|
UgzYCEUgb_wAuRaZXmd4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Tragedija,da politika razdvaja i zavadja narod,jedan isti narod.Da nas Bog sacuva od krvoprolica,ceo svet nam se smeje,kao u Africi,ne treba niko da nas napada napadamo se sami.😮|@SlobaStokic|2025-09-03T21:57:22Z|0|
UgzfiXQAl4B7o6-ZPZh4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Curo steta tako lijepa a jeftina|@nedzadhuremovic1559|2025-09-02T15:29:57Z|0|
UgxpfOmciExXnQmKO7F4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Mars|@daliborbulj7719|2025-08-30T13:51:21Z|0|
UgyN1-xpIOXmxiIWUsV4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Kaže Vučko koji prodaje svu proizvedenu municiju ka Ukraini|@Anti-Macronomist|2025-08-28T04:29:17Z|0|
UgxNVWHP_0137xYtZV14AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Da li su ovo su dvorske vesti?|@HuzJorDedi|2025-08-27T20:14:48Z|0|
UgyT7m8_U29YkWS00CF4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Pitanje kad , građanski rat je neizbezan , to je dogovoreno mnogo unapred među lopova i tajkuna.|@ismetkrasniqi92|2025-08-27T14:56:23Z|0|
Ugy3DYGX-W6yvhAQ0bx4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Laze cim zine 😂|@manohajduk6931|2025-08-27T10:32:37Z|0|
Ugw7CybQIg9u99aIibp4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Sta je ovo vodu vari vodu ladi pa jos izvinjenje ...Steta bas za funkcionere.Sta bese sa sibadzijama s motkama sta bi sa pendrecenjem mladih ljudi I maloletnika .Pretrpljen strah.Koliko kosta|@jagodakerin5988|2025-08-26T19:04:02Z|0|
UgxNBoGAJ9Nm7rEJWU14AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Nešto ga jebe grčenje pušione (usta)  da ne prođe kao glišoni (dao bog)|@PetarMilasinovic-l2h|2025-08-26T18:10:08Z|0|
UgySESIH_feGDJ8uiQR4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Znamo ko rusi i pali, a i oni dobro znaju, a znace se i imena i ko je angazovao.|@budimirvukic|2025-08-26T10:58:55Z|0|
UgzfkaFzyTOhxLw_FpZ4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|RASPIŠI IZBORE KUKAVICE !!!|@V.JZlatibor|2025-08-25T18:28:45Z|0|
UgxM5kXZfHBDwcM6Qep4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Mars|@jovicadjordjevic5295|2025-08-25T10:47:40Z|0|
Ugx0UkrWeG1N7MgkzpN4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|"Sto nisi objavila kako su njegovi tzv policajci batinasi prosli i Lazarevcu..
Popili po pic.."|@mirogalic9006|2025-08-25T08:53:37Z|0|
UgxIGUJlPlpfVKxdaRp4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Toliko pozitivnih komentara😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉|@davorpopovic1039|2025-08-24T03:32:03Z|0|
Ugy7OAZ1u0meaN2RsBh4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Nazalost  za dobre ljude srbije,ali dobro za BiH manje o njoj ce se baviti..!!|@almircatic1976|2025-08-22T19:31:34Z|0|
UgxRlpakHRyxtKGiGHp4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Bolje bi mu bilo da se unormali .Terapiju treba da uzima redovno...|@verarankov1440|2025-08-22T13:45:41Z|0|
Ugw0oFIp3asCuW1AcKV4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Dobraaaaa voditeljica. Tuco bi je.|@zeuslord2869|2025-08-22T04:23:39Z|0|
Ugx7Kx24zosmz1hJsch4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Strasno,covek se davno pozdravio s mozgom|@dusankarebraca9490|2025-08-22T03:21:45Z|0|
Ugx7Kx24zosmz1hJsch4AaABAg.AM6aabPV_DcAYzhwYc3EDw|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Kojeg nije ni imao!|@gojkomrzic|2026-07-08T04:40:06Z|1|Ugx7Kx24zosmz1hJsch4AaABAg
UgygeLnr0zBxNbszDFN4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|"Bravo Vucicu samo po dogovoru""Babo Fahriju 🤲🇦🇱🇦🇱🇦🇱🇦🇱🇦🇱"|@MAX-026|2025-08-20T21:41:23Z|0|
UgxKGdU16CUcSevZknt4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|ali ljudi jel uopste realno da postoji cacilend jeste vi uopste svesni sta je napravljeno i tome je dato ime i jos se na televiziji izgovara pa nema dalje ni u najludjim snovima takvo nesto nema sprdnja od drzave sprdnja,zamisli da bilo kom normalnom coveku objasnis cacilend tipa stabje to jel mozes da mi objasnis|@Branko1987|2025-08-20T14:27:14Z|0|
UgwJVQkg1Gq78j0VnDN4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Gradjani protiv policije I cacilenda ... ? To je rat ?|@AMSspotter|2025-08-20T00:01:37Z|0|
Ugxq_ey4E2Kk497HK-94AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|baj baj vucko|@miltonwelch4177|2025-08-19T20:43:10Z|0|
UgzDscPoNheHUf7xrjB4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Hapsite Hulju!|@MirkoBabic-f2v|2025-08-19T19:34:34Z|0|
UgwEN_YBgayQH1elWyB4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Dajte funkcionere na ulice.Neka av izadje malo medju narod.|@vladosr1282|2025-08-19T19:22:51Z|0|
UgwvzZH1yfy2qs5dyZV4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|jel ovo njegova televizija|@ArminKusmic|2025-08-19T16:39:49Z|0|
UgyPzFd6yoB_beQPWlF4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Lepa|@milovansretenovic2789|2025-08-19T14:30:38Z|0|
UgwUIiPy1PMvBpkcLXF4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Vucic zvani crna svadba|@mangodzeri18|2025-08-19T10:28:59Z|0|
Ugx-tscaUjLepJLAEWt4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Vi ste Vuciceve medije. Nikoga ne zanimate.|@draganavulovic9779|2025-08-19T07:50:32Z|0|
Ugyu9ZWN-nWdXX0GKO14AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Pitanje vremena kada ce Putin, Vucic, Dodik, Assad i ostali diktatori setati, igrati sah i pricati o starim vremenima u Kini|@Branimir-n3h|2025-08-19T05:36:04Z|0|
Ugy6p0grp5dzaK1fGm14AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Sto nije dosao do ns stigao bi taman na zurku!!!😂😂😂|@nikolavulin463|2025-08-19T04:57:47Z|0|
UgyoIs4igLBDP93KaeF4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Снс је послао људе да руше просторије и тиме руше протесте, зашто су протестанти хватали момке са моткама и пајсерима и предавали их полицији ако су они хтели нереде?|@PATRIAOMUERTE1389|2025-08-19T03:13:42Z|0|
UgxukYbPUW966rSFw_F4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|"Mozda se vama nlokaderima narkomanima smucio Vucic, ali vecinski narod Srbije ga podrzava
Ziveo Vucic❤"|@BorkaOstojić-t9r|2025-08-18T21:14:41Z|0|
UgwmWh-jlNQFmZcPq9t4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Smece obicno|@PetarKrstic-e1j|2025-08-18T16:54:39Z|0|
UgxDb7jKHBpNrlH-tQd4AaABAg|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Srbima ne trebaju neprijatelji, rat kuga ni šta god. Aami će se istrijebit|@iVAN-rf4jn|2025-08-18T16:43:59Z|0|
UgxDb7jKHBpNrlH-tQd4AaABAg.ALyjDrH5rWXALyjEsB8fbl|youtube|https://www.youtube.com/watch?v=7686dSc-alA|Sami|@iVAN-rf4jn|2025-08-18T16:44:07Z|1|UgxDb7jKHBpNrlH-tQd4AaABAg
