text|url
Živela Srbija,PC.|https://www.youtube.com/watch?v=ZWOPQxws7CI
Treba da pobedi ,,da iduca vlada i ministri budu Jpvana Jeremic,Krostijan Golubovic,Karleuša i Želja Mitrovic Uostalom oni su pravi prestavnici Vuciceve Srbije KAKAV NAROD TAKVA VLAST|https://www.youtube.com/watch?v=ZWOPQxws7CI
Пресједниче не разговарајте са сраним плаћеницима, и оним кои желе Србију слабу.|https://www.youtube.com/watch?v=ZWOPQxws7CI
Ja ne glasam-imam ustavno pravo i povelju da nemam poverenje ni u kog politicara na svetu! Jer vlast kvari ljude!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Za prosli petak Orlic BIA mi javio da smo izvukli 720 miliona tona sintetickih dijamanata! ADMIRAL BIA ! https://www.youtube.com/watch?v=cQ2Apy8zclE, mrdaj dupe! KINESKA TEHNOLOGIJA! OBRADOM INDUSTRIJSKOG LASERA LASEROM SE SECE DIJAMANT 96 I VISE KARATA I SVAKI VREDI 80 000 080.081 DINARA! A DANAS SE PODIZE BRANA SA Reke PEK ZA ZLATO! Uzmi ili ostavi u ime drzave Srbije, a ja odoh u predsednicku penziju SRBIJE! ZA sva PITANJA ROTHSHIELD HASKI SUDIJA DIVAC N. MILAN!|https://www.youtube.com/watch?v=ZWOPQxws7CI
https://www.youtube.com/watch?v=pTInFvPne8I , dokazi! I RESAVAJ NUKLEARNE ELEKTANE IS KINE ILI RUSIJE! ZBOG STABILNOSTI ELEKTROPRIVREDE! SRBIJE!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Sada mi je Orlic saopstio 9 tona zlata sa reke Zlatni Pek! ADMIRAL BIA DIVAC N. MILAN! E SADA SAMO 1 DINAR= 1 Rublja = 1 drahma! A DRUGE VALUTE VRATI RECIMO DOLARE U MENJACNICI ZA DINAR! IZA SVEGA STOJI ORLIC PA NJEMU KENJAJ! NEGO SRBIJO DA IGRAMO UT 2004 DECK 17 LAST MAN STANDING! TI GUBIS RAZUM! MOJ POSAO JE BANKARSTVO MEDJUNARODNO (MEDJUNARODNO POSLOVANJE) I OLIMPIJSKE IGRE! E -GAMES! HVATAJ SERONJO GIGABYTE AERO X 16! I TAJ HOCU I JA!|https://www.youtube.com/watch?v=ZWOPQxws7CI
"Конверзација у AI режиму: Artificial diamondsArtificial diamondsVeštački dijamanti (poznati i kao laboratorijski, uzgojeni ili sintetički dijamanti) jesu pravi dijamanti koji imaju identična hemijska, fizička i optička svojstva kao i prirodni dijamanti iskopani iz zemlje. Glavna razlika je u tome što se ne stvaraju milionima godina u prirodi, već u kontrolisanim laboratorijskim uslovima za svega nekoliko nedelja.Sastavljeni su od čistog ugljenika raspoređenog u kristalnu rešetku, pa ih čak ni profesionalni draguljari ne mogu razlikovati od prirodnih bez posebne, napredne laboratorijske opreme.Kako se prave veštački dijamanti?Proizvodnja se primarno odvija kroz dve tehnološke metode:HPHT (High Pressure High Temperature): Ova metoda kopira prirodne uslove. Mali ""seme"" dijamant se izlaže ekstremnom pritisku (preko 1.5 miliona psi) i temperaturama višim od 1500°C kako bi ugljenik kristalizovao oko semena.CVD (Chemical Vapor Deposition): Ova metoda koristi gas bogat ugljenikom (poput metana) u vakuumskoj komori. Gas se ionizuje pomoću mikrotalasa, što uzrokuje da se ugljenik sloj po sloj taloži na dijamantsku pločicu i formira kristal.Prednosti laboratorijskih dijamanataEkološka održivost: Laboratorijska proizvodnja troši znatno manje resursa i eliminiše masivno prekopavanje zemlje koje prati tradicionalno rudarstvo.Etičko poreklo: Potpuno su isključeni rizici od finansiranja konflikata, zbog čega se često nazivaju ""dijamanti bez krvi"".Ekonomičnost: Zbog efikasnijeg lanca snabdevanja, veštački dijamanti koštaju znatno manje od prirodnih istog kvaliteta, čineći ih dostupnijim za vereničko prstenje i nakit.Razlika između veštačkog dijamanta i imitacijaVažno je razlikovati laboratorijski uzgojene dijamante od običnih imitacija:Cirkon (Cubic Zirconia) i Mojsanit (Moissanite) nisu dijamanti. Oni samo vizuelno podsećaju na njih, ali imaju potpuno drugačiji hemijski sastav, manju tvrdoću i drugačiji prelom svetlosti.Veštački dijamant ima tvrdoću 10 na Mosovoj skali, identičan sjaj i trajnost kao i prirodni kamen.Ako planirate kupovinu nakita, laboratorijski dijamanti takođe dolaze sa međunarodnim sertifikatima (poput GIA ili IGI) koji potvrđuju njihovu čistoću, boju, rez i karatažu.Ukoliko vas zanimaju konkretni detalji o kupovini, recite mi:Tražite li dijamant za verenički prsten ili neki drugi komad nakita?Da li vas zanima kako se kreću karataže i oblici (okrugli, princeza, smaragdni rez)?Želite li da uporedimo cenu i isplativost u odnosu na prirodne dijamante?Вештачка интелигенција може да погреши, па проверите одговоре"|https://www.youtube.com/watch?v=ZWOPQxws7CI
Moj doktoratski diplomski rad Srbije! IZVOLI MMF/IMF! SANU! I ODOH U PREDSEDNICKU PENZIJU SRBIJE!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Kolko puta si pokrao tako vladaš isto ćeš i dalje|https://www.youtube.com/watch?v=ZWOPQxws7CI
Uleti u maxi i jedi budimsku! TO JE TAJNA KINE! OSTAJE U ZAMRZIVACU A PROPADA PO ISTEKU ROKA! NE TRUJEM TE IDI JEDI! I NEMOJ DA SI AROGANTAN! DAO SAM TI ZBOG BEOSOFTA SONY PS KONZOLE NA IME DOBRIH ODNOSA-NISAM DJUBRE! UKRATKO DA NE GNJAVIM! U PONEDELJAK BRANA IZ REKE PEK! A MUSLIMANI I KATOLICI SAMO DA PROBAJU 1 leponex i 1 Testoy tablete!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Bravo|https://www.youtube.com/watch?v=ZWOPQxws7CI
Sisaj nakazo, Gotov si!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Ti PREDSEDNIK????|https://www.youtube.com/watch?v=ZWOPQxws7CI
Da, što? Šta je problem?|https://www.youtube.com/watch?v=ZWOPQxws7CI
LJUDI OČEKUJU ISTINU TO JE SVE VUČKO|https://www.youtube.com/watch?v=ZWOPQxws7CI
Ajmo studenti! SrbIja MORA da stane! Pozdrav iz Zadra!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Raduj se ujko. Sto je ujki milos to mu se i snilo.|https://www.youtube.com/watch?v=ZWOPQxws7CI
Slusaj ...jos nije pocela kampanja|https://www.youtube.com/watch?v=ZWOPQxws7CI
"Aca ""srbin"" u životu nikad nije pobedio na poštenim izborima već se 2012 preko Tome Nikolica dočepao vlasti obećavši Zapadu da će predati Kosovo i sve resurse države Srbije što je i uradio i od tada uz prećutnu saglasnost opozicije koja saradjuje sa sns kartelom on konstantno krade izbore . STUDENTI POBEDJUJU"|https://www.youtube.com/watch?v=ZWOPQxws7CI
Жута говна нису никад победила на изборима, нити су икад имали већину, увек је била нека превара и издаја као са спс-ом. Вучић добија изборе толико убедљиво да само потпуно поремећена особа то може да оспорава и наравно оспорава без иједног доказа и аргумента.|https://www.youtube.com/watch?v=ZWOPQxws7CI
A ja mislila da su nam oteli Kosovo b bombardovanjem|https://www.youtube.com/watch?v=ZWOPQxws7CI
Ocigledni simptomi poodmaklog debilizma.|https://www.youtube.com/watch?v=ZWOPQxws7CI
STA ZELIM ? DA PROBAS EKT! JACA UM! IQ JE 7000 MENI!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Ne možeš vjerovati ,ko čemu kur.. o , Poštenju|https://www.youtube.com/watch?v=ZWOPQxws7CI
Daj deci sta god pozele do 15 000 dinara-to je otpis za koji policija ne intervenise! ALI NEMA KRADJE! IKONTABAND NA ALKOHOL! CEKAJ ME NA VMA DA VIDIS I CUJES STA TI OBRAZLAZEM!!! JA NISAM LUDAK VEC RADIM TAMO!|https://www.youtube.com/watch?v=ZWOPQxws7CI
CUPAJ ME IZ 14 sprata!!!JA PRIMAM UDARE! PROBAJ MALO TVOJ RECEPT PA MI JAVI! EKT!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Kada bi znao koga sam spasio na VMA! A OTAC NJEN MI JE IZA LEDJA! ORLIC BUDI GA I IDI U BIA! NE TUPI!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Skini sve sa VMA! PACIJENTIMA! A IMAM MISLJENJE I DIJAGNOZU STALJINA!|https://www.youtube.com/watch?v=ZWOPQxws7CI
299 milijardi tona sintetickih dijamanata je od petka 31.07.2026. Patent na svaki je 80 000 080.081 dinara! NABAVI OD SAVEZNIKA NAJBOLJI SEKAC DIJAMANATA ( UKRATKO RUSIJA ) JER ONI IMAJU SEKACE I VARIOCE TITANIJUMA - DOKAZ ARMATA! I KADA SE ZAVRSI PREBROJ 1 PO JEDAN i onda sve u NBS! KO NECE U SRBIJI DA RADI ZA SRBIJU U INTERESU SRBIJE NEKA SE ISELI SA 0 VALUTE I NEKA SE NE VRACA! DUGUJE 5 PREDSEDNICKIH PENZIJA MENI OCU BRATU MOJOJ MAJCI I DRAGANI DIVAC! i OSTALOJ FAMILIJI DJORDJEVIC SLOBODANA I ANDJELE DJORDJEVICA-MOJIM KUMOVIMA! I SRBIJA JE STARA I PREMLADA A RODITELJI RINTAJU! SANU DIVAC N. MILAN! I NAJBOLJI TRETMAN JE DA OTKACIS EVROPU I 1 DINAR=1 RUBLJA= 1 DRAHMA! KADA MORAM SVE DA TI CRTAM! SVI SMO RATNI BORCI! i OPKLADI SE NA UT 2004 Deck 17 I lastman Standing! I MRTVE SVETIMO JER SAM PRAVOSLAVAN BUDISTA!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Dace bog da skapa svaki plenumaš dace bog!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Poliva legenda Vučko po plenum࿕ašima za medalju!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Mora da prihvati da ga skolovaniji i pravedniji dio Srbije ne zeli|https://www.youtube.com/watch?v=ZWOPQxws7CI
​@lijepitarzanhahahaaa|https://www.youtube.com/watch?v=ZWOPQxws7CI
​@lijepitarzan Eeeej cak 15-0 pukli do sad na izborima plenumaši....Ala Puuumpa Vucko pa ne zna da stane!|https://www.youtube.com/watch?v=ZWOPQxws7CI
​???|https://www.youtube.com/watch?v=ZWOPQxws7CI
qrvatima svim plenumasima od srca zelim da cerke i zene im krenu putem Severine i snime filmove na jahti a glavni muski glumac da bude šarplaninac!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Biće fer izbori Kao i svi do sada|https://www.youtube.com/watch?v=ZWOPQxws7CI
Zvalavi smucio si se svima Srbija te mrzi STUDENTI POBEDJUJU|https://www.youtube.com/watch?v=ZWOPQxws7CI
"Da bog da ""pobedjivali"" uvek isto ko zadnjih 15 god i sad na zadnjim lokalnim izborima! 15-0"|https://www.youtube.com/watch?v=ZWOPQxws7CI
Mi ocekujemo da pune staklo|https://www.youtube.com/watch?v=ZWOPQxws7CI
Kakva zvala|https://www.youtube.com/watch?v=ZWOPQxws7CI
Šta je ovne|https://www.youtube.com/watch?v=ZWOPQxws7CI
Kad nebudu morali snimiti za k9ga glasaju|https://www.youtube.com/watch?v=ZWOPQxws7CI
U Srbiji se nezna da Evroska Unija je Mafia kao i USA isto.Wi uSrbiji ne razmisljaju o tome. Zasto da bude Evropska Unija Prema Srbiji fer.|https://www.youtube.com/watch?v=ZWOPQxws7CI
Naj pametniji vlav odkad vlah seta zemnjom vucko bar jos jedan mandat|https://www.youtube.com/watch?v=ZWOPQxws7CI
Zna se unapred i oni su kao i ti lažovi|https://www.youtube.com/watch?v=ZWOPQxws7CI
Demokrata nisi radikal i diktator jesi|https://www.youtube.com/watch?v=ZWOPQxws7CI
U stše iz plenuma izgubile cak 15-0 nedavne lokalne izbore,tako isto ce biti i na sledecim onim glavnim 150-0|https://www.youtube.com/watch?v=ZWOPQxws7CI
Za dom spremni.|https://www.youtube.com/watch?v=ZWOPQxws7CI
​@Mario-pu7bt Cuo sam da se na Ovčari otvara farma Mangulica kazu ljudi da je zemlja dobro nadjubrena!|https://www.youtube.com/watch?v=ZWOPQxws7CI
ZDRAVSTVENO UVERENJE|https://www.youtube.com/watch?v=ZWOPQxws7CI
Tralalala|https://www.youtube.com/watch?v=ZWOPQxws7CI
Bravo Predsednice Srbije ALEKSANDRE VUČIĆU NAJBOLJI SI NAJBOLJI NA SVETU|https://www.youtube.com/watch?v=ZWOPQxws7CI
Ne balavi baba|https://www.youtube.com/watch?v=ZWOPQxws7CI
​@IvanTanasic-b7d Sto jace U stše iz plenuma posle Metle od 15-0 na lokalnim izborima to se ja vise grohotom smejem!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Opet manipulacija....dokle bre vise...|https://www.youtube.com/watch?v=ZWOPQxws7CI
Trafo stanica,...|https://www.youtube.com/watch?v=ZWOPQxws7CI
Живела Србија, живео Александар Вучић|https://www.youtube.com/watch?v=ZWOPQxws7CI
Zivela srbija ali srbija bez ovog izdajnika|https://www.youtube.com/watch?v=ZWOPQxws7CI
​@SasaDjurdjevic-i8i Ma U stše iz plenuma uvek pobedjuju, Al jedino u Rikverc ko sad na lokalnim izborima kad je bilo 15-0|https://www.youtube.com/watch?v=ZWOPQxws7CI
SRBIJA POBEDJUJE!!!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Jer STUDENTI POBEDJUJU!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Da srbija pobedjuje a li srbija bez ovog izdajnika|https://www.youtube.com/watch?v=ZWOPQxws7CI
Eeeej cak 15-0 pukli do sad na izborima plenumaši....Ala Puuumpa Vucko pa ne zna da stane!|https://www.youtube.com/watch?v=ZWOPQxws7CI
"​@CETNICI_SEVER_1989Delije - nema one koreografije namenjene KiM!? A ,jel' sef zabranio! "" Patriote"" prodali ste sve za malu udobnost! Puuuuu!!!"|https://www.youtube.com/watch?v=ZWOPQxws7CI
Kad zvalavi ode na robiju|https://www.youtube.com/watch?v=ZWOPQxws7CI
Provokator,da se izbribprovode demokrarski,a ne kradjom ,mnogi od vas nikad nebi bili na vlasti|https://www.youtube.com/watch?v=ZWOPQxws7CI
Evropa kaže da je sve po standradima posmatrači kažu sve je pošteno. Iz svih stranaka potpisali da je sve bilo pošteno. a ONDA DODJEŠ TI SLINAVI DA KENJAŠ|https://www.youtube.com/watch?v=ZWOPQxws7CI
Dosta je vise i tebe,da si Ajstajn,autokrate gdje god da su na vlasti,ne daju se tako lako skinuti|https://www.youtube.com/watch?v=ZWOPQxws7CI
KAD SE BARABA DOCEPA.|https://www.youtube.com/watch?v=ZWOPQxws7CI
MA GDE GUBITE. UZELI STE MIKIJARDE.|https://www.youtube.com/watch?v=ZWOPQxws7CI
Mikijarde|https://www.youtube.com/watch?v=ZWOPQxws7CI
Pa nisu svi kao ti i tvoja familija.|https://www.youtube.com/watch?v=ZWOPQxws7CI
Pravi demokrata do mojega|https://www.youtube.com/watch?v=ZWOPQxws7CI
Jel ti žao?|https://www.youtube.com/watch?v=ZWOPQxws7CI
"Ovako isto su plenumaši pricali da ""sigurno pobedjuju"" i pred lokalne izbore koji su odrzani nedavno, i svi znamo kako su zavrsili na kraju....15-0"|https://www.youtube.com/watch?v=ZWOPQxws7CI
Ovo je vas vodja to je poznato|https://www.youtube.com/watch?v=ZWOPQxws7CI
​@SasaDjurdjevic-i8i Eeeej cak 15-0 pukli do sad na izborima plenumaši....Ala Puuumpa Vucko pa ne zna da stane!|https://www.youtube.com/watch?v=ZWOPQxws7CI
Junače da li si ti to na Kosmetu A junače i srbendo i patriJoto|https://www.youtube.com/watch?v=ZWOPQxws7CI
Sto se bori volko . Hoce da pobedi narod . . ? Cemu volka borba ?|https://www.youtube.com/watch?v=ZWOPQxws7CI
Plaši se 2000-te, uništenje Srbije...|https://www.youtube.com/watch?v=ZWOPQxws7CI
Ovo je ludnica|https://www.youtube.com/watch?v=ZWOPQxws7CI
Halo informer nebrisi komentare sramoto|https://www.youtube.com/watch?v=ZWOPQxws7CI
Zivela Srbija|https://www.youtube.com/watch?v=ZWOPQxws7CI
Za strance 20,za beogradsku i novosadsku elitu 10 eura a za sve ostale besplatno|https://www.youtube.com/watch?v=ZWOPQxws7CI
Nema sta mi da ocekujujemo, bices u zatvoru sa tvojim pajtasima|https://www.youtube.com/watch?v=ZWOPQxws7CI
